duration,src_bytes,dst_bytes,class
-2.302585092994045,232,581,0
-2.302585092994045,345,2090,0
-2.302585092994045,239,2698,0
-2.302585092994045,363,6410,0
-2.302585092994045,285,5508,0
-2.302585092994045,239,1408,0
-2.302585092994045,232,669,0
-2.302585092994045,228,1380,0
-2.302585092994045,295,324,0
-2.302585092994045,216,12496,0
-2.302585092994045,237,5939,0
-2.302585092994045,220,284,0
-2.302585092994045,295,306,0
-2.302585092994045,235,24558,0
-2.302585092994045,328,4178,0
-2.302585092994045,309,1357,0
-2.302585092994045,228,4869,0
-2.302585092994045,282,13664,0
-2.302585092994045,230,2874,0
-2.302585092994045,247,856,0
-2.302585092994045,189,365,0
-2.302585092994045,212,5415,0
-2.302585092994045,276,622,0
-2.302585092994045,387,235,0
-2.302585092994045,284,1202,0
-2.302585092994045,156,4498,0
-2.302585092994045,298,498,0
-2.302585092994045,224,1999,0
-2.302585092994045,257,9057,0
-2.302585092994045,307,3222,0
-2.302585092994045,206,188,0
-2.302585092994045,225,1144,0
-2.302585092994045,142,5762,0
-2.302585092994045,283,18145,0
-2.302585092994045,242,453,0
-2.302585092994045,195,1382,0
-2.302585092994045,237,8183,0
-2.302585092994045,343,326,0
-2.302585092994045,340,1092,0
-2.302585092994045,221,1483,0
-2.302585092994045,297,3248,0
-2.302585092994045,292,411,0
-2.302585092994045,303,260,0
-2.302585092994045,229,439,0
-2.302585092994045,219,25948,0
-2.302585092994045,227,511,0
-2.302585092994045,227,6212,0
-2.302585092994045,308,2698,0
-2.302585092994045,218,7011,0
-2.302585092994045,208,2006,0
-2.302585092994045,278,2543,0
-2.302585092994045,216,3632,0
-2.302585092994045,216,1216,0
-2.302585092994045,291,1090,0
-2.302585092994045,264,691,0
-2.302585092994045,282,263,0
-2.302585092994045,290,2603,0
-2.302585092994045,310,1565,0
-2.302585092994045,335,1515,0
-2.302585092994045,232,2660,0
-2.302585092994045,298,521,0
-2.302585092994045,216,1808,0
-2.302585092994045,237,9787,0
-2.302585092994045,235,3675,0
-2.302585092994045,324,313,0
-2.302585092994045,339,1280,0
-2.302585092994045,320,3533,0
-2.302585092994045,311,4154,0
-2.302585092994045,312,24572,0
-2.302585092994045,297,2570,0
-2.302585092994045,237,5485,0
-2.302585092994045,303,1380,0
-2.302585092994045,212,410,0
-2.302585092994045,326,849,0
-2.302585092994045,245,351,0
-2.302585092994045,175,2586,0
-2.302585092994045,331,1886,0
-2.302585092994045,210,590,0
-2.302585092994045,280,2568,0
-2.302585092994045,314,2305,0
-2.302585092994045,220,1674,0
-2.302585092994045,191,2444,0
-2.302585092994045,236,27000,0
-2.302585092994045,233,274,0
-2.302585092994045,322,392,0
-2.302585092994045,289,11689,0
-2.302585092994045,218,1937,0
-2.302585092994045,195,14717,0
-2.302585092994045,269,389,0
-2.302585092994045,204,2186,0
-2.302585092994045,237,34513,0
-2.302585092994045,312,527,0
-2.302585092994045,211,326,0
-2.302585092994045,192,13332,0
-2.302585092994045,254,24831,0
-2.302585092994045,389,5952,0
-2.302585092994045,317,3924,0
-2.302585092994045,301,310,0
-2.302585092994045,198,8844,0
-2.302585092994045,294,16129,0
-2.302585092994045,307,1975,0
-2.302585092994045,324,1274,0
-2.302585092994045,326,1395,0
-2.302585092994045,197,412,0
-2.302585092994045,205,1108,0
-2.302585092994045,218,5232,0
-2.302585092994045,326,3824,0
-2.302585092994045,238,909,0
-2.302585092994045,329,744,0
-2.302585092994045,225,2445,0
-2.302585092994045,54540,8314,1
-2.302585092994045,313,2197,0
-2.302585092994045,214,1215,0
-2.302585092994045,209,259,0
-2.302585092994045,167,5605,0
-2.302585092994045,349,2168,0
-2.302585092994045,46152,7300,1
-2.302585092994045,231,17,0
-2.302585092994045,276,1583,0
-2.302585092994045,298,1199,0
-2.302585092994045,340,1944,0
-2.302585092994045,175,10041,0
-2.302585092994045,272,1233,0
-2.302585092994045,215,6830,0
-2.302585092994045,212,1092,0
-2.302585092994045,273,167,0
-2.302585092994045,300,564,0
-2.302585092994045,210,1630,0
-2.302585092994045,311,336,0
-2.302585092994045,208,1538,0
-2.302585092994045,252,397,0
-2.302585092994045,223,9146,0
-2.302585092994045,163,2893,0
-2.302585092994045,334,6368,0
-2.302585092994045,343,1948,0
-2.302585092994045,314,1634,0
-2.302585092994045,319,4450,0
-2.302585092994045,252,7969,0
-2.302585092994045,178,722,0
-2.302585092994045,213,321,0
-2.302585092994045,293,915,0
-2.302585092994045,229,388,0
-2.302585092994045,321,22780,0
-2.302585092994045,229,398,0
-2.302585092994045,311,1226,0
-2.302585092994045,362,472,0
-2.302585092994045,292,952,0
-2.302585092994045,305,2815,0
-2.302585092994045,221,648,0
-2.302585092994045,355,2151,0
-2.302585092994045,341,15693,0
-2.302585092994045,183,3485,0
-2.302585092994045,212,2585,0
-2.302585092994045,209,1404,0
-2.302585092994045,206,998,0
-2.302585092994045,201,5949,0
-2.302585092994045,281,901,0
-2.302585092994045,299,2431,0
-2.302585092994045,219,12922,0
-2.302585092994045,337,897,0
-2.302585092994045,304,1075,0
-2.302585092994045,201,1553,0
-2.302585092994045,341,550,0
-2.302585092994045,246,1718,0
-2.302585092994045,223,887,0
-2.302585092994045,289,1617,0
-2.302585092994045,351,897,0
-2.302585092994045,242,564,0
-2.302585092994045,208,7094,0
-2.302585092994045,311,791,0
-2.302585092994045,230,2661,0
-2.302585092994045,222,3845,0
-2.302585092994045,243,7333,0
-2.302585092994045,207,246,0
-2.302585092994045,147,11225,0
-2.302585092994045,352,14655,0
-2.302585092994045,224,1214,0
-2.302585092994045,333,4311,0
-2.302585092994045,181,5500,0
-2.302585092994045,316,267,0
-2.302585092994045,304,15205,0
-2.302585092994045,214,3233,0
-2.302585092994045,160,8689,0
-2.302585092994045,318,625,0
-2.302585092994045,230,283,0
-2.302585092994045,236,1528,0
-2.302585092994045,310,484,0
-2.302585092994045,208,307,0
-2.302585092994045,233,595,0
-2.302585092994045,280,38766,0
-2.302585092994045,294,1721,0
-2.302585092994045,164,30570,0
-2.302585092994045,227,1298,0
-2.302585092994045,306,1877,0
-2.302585092994045,232,261,0
-2.302585092994045,322,1199,0
-2.302585092994045,262,4149,0
-2.302585092994045,319,7333,0
-2.302585092994045,339,526,0
-2.302585092994045,313,14812,0
-2.302585092994045,373,4111,0
-2.302585092994045,222,495,0
-2.302585092994045,305,475,0
-2.302585092994045,208,1247,0
-2.302585092994045,222,1389,0
-2.302585092994045,193,8222,0
-2.302585092994045,178,1110,0
-2.302585092994045,271,3056,0
-2.302585092994045,333,250,0
-2.302585092994045,363,535,0
-2.302585092994045,291,8970,0
-2.302585092994045,226,3370,0
-2.302585092994045,328,421,0
-2.302585092994045,292,14949,0
-2.302585092994045,224,774,0
-2.302585092994045,54540,8314,1
-2.302585092994045,407,5235,0
-2.302585092994045,200,2183,0
-2.302585092994045,204,455,0
-2.302585092994045,350,9399,0
-2.302585092994045,211,3200,0
-2.302585092994045,323,687,0
-2.302585092994045,324,887,0
-2.302585092994045,296,2533,0
-2.302585092994045,260,7273,0
-2.302585092994045,207,267,0
-2.302585092994045,243,1156,0
-2.302585092994045,391,1938,0
-2.302585092994045,302,2143,0
-2.302585092994045,294,3620,0
-2.302585092994045,248,19361,0
-2.302585092994045,353,5665,0
-2.302585092994045,316,481,0
-2.302585092994045,336,326,0
-2.302585092994045,222,296,0
-2.302585092994045,223,2267,0
-2.302585092994045,332,9308,0
-2.302585092994045,238,868,0
-2.302585092994045,241,622,0
-2.302585092994045,177,4503,0
-2.302585092994045,155,5387,0
-2.302585092994045,312,4037,0
-2.302585092994045,261,1194,0
-2.302585092994045,209,494,0
-2.302585092994045,352,1973,0
-2.302585092994045,226,873,0
-2.302585092994045,218,8165,0
-2.302585092994045,292,294,0
-2.302585092994045,215,597,0
-2.302585092994045,299,181,0
-2.302585092994045,321,1875,0
-2.302585092994045,330,793,0
-2.302585092994045,293,1651,0
-2.302585092994045,296,5635,0
-2.302585092994045,289,455,0
-2.302585092994045,223,2442,0
-2.302585092994045,275,9140,0
-2.302585092994045,346,4995,0
-2.302585092994045,271,2874,0
-2.302585092994045,299,678,0
-2.302585092994045,198,3583,0
-2.302585092994045,270,1298,0
-2.302585092994045,226,4878,0
-2.302585092994045,214,1047,0
-2.302585092994045,227,4219,0
-2.302585092994045,473,7931,0
-2.302585092994045,256,1352,0
-2.302585092994045,181,13140,0
-2.302585092994045,306,3222,0
-2.302585092994045,288,288,0
-2.302585092994045,183,367,0
-2.302585092994045,233,15641,0
-2.302585092994045,223,5537,0
-2.302585092994045,222,2019,0
-2.302585092994045,202,434,0
-2.302585092994045,286,3655,0
-2.302585092994045,215,6189,0
-2.302585092994045,240,207,0
-2.302585092994045,329,1159,0
-2.302585092994045,274,14893,0
-2.302585092994045,204,12417,0
-2.302585092994045,204,1386,0
-2.302585092994045,296,2351,0
-2.302585092994045,218,15622,0
-2.302585092994045,301,2698,0
-2.302585092994045,209,756,0
-2.302585092994045,245,450,0
-2.302585092994045,210,1425,0
-2.302585092994045,302,1075,0
-2.302585092994045,254,873,0
-2.302585092994045,223,1003,0
-2.302585092994045,202,4097,0
-2.302585092994045,340,4409,0
-2.302585092994045,217,4716,0
-2.302585092994045,325,2357,0
-2.302585092994045,247,1423,0
-2.302585092994045,223,1108,0
-2.302585092994045,212,311,0
-2.302585092994045,328,484,0
-2.302585092994045,252,3243,0
-2.302585092994045,305,260,0
-2.302585092994045,241,350,0
-2.302585092994045,324,468,0
-2.302585092994045,226,2971,0
-2.302585092994045,253,5814,0
-2.302585092994045,220,5683,0
-2.302585092994045,235,1234,0
-2.302585092994045,204,17132,0
-2.302585092994045,233,1075,0
-2.302585092994045,254,2776,0
-2.302585092994045,240,1377,0
-2.302585092994045,290,6669,0
-2.302585092994045,215,1952,0
-2.302585092994045,209,1288,0
-2.302585092994045,190,2459,0
-2.302585092994045,285,3689,0
-2.302585092994045,331,39855,0
-2.302585092994045,208,759,0
-2.302585092994045,187,2774,0
-2.302585092994045,200,1376,0
-2.302585092994045,220,1896,0
-2.302585092994045,282,1553,0
-2.302585092994045,253,276,0
-2.302585092994045,294,1918,0
-2.302585092994045,213,382,0
-2.302585092994045,243,1484,0
-2.302585092994045,193,26829,0
-2.302585092994045,327,432,0
-2.302585092994045,278,1227,0
-2.302585092994045,204,1721,0
-2.302585092994045,199,3451,0
-2.302585092994045,306,3798,0
-2.302585092994045,296,2302,0
-2.302585092994045,208,312,0
-2.302585092994045,236,10975,0
-2.302585092994045,214,862,0
-2.302585092994045,246,1311,0
-2.302585092994045,309,296,0
-2.302585092994045,297,373,0
-2.302585092994045,201,70741,0
-2.302585092994045,213,1028,0
-2.302585092994045,241,412,0
-2.302585092994045,325,270,0
-2.302585092994045,214,4723,0
-2.302585092994045,234,306,0
-2.302585092994045,342,2747,0
-2.302585092994045,280,295,0
-2.302585092994045,242,857,0
-2.302585092994045,237,5939,0
-2.302585092994045,160,8390,0
-2.302585092994045,315,261,0
-2.302585092994045,304,341,0
-2.302585092994045,219,1489,0
-2.302585092994045,343,4584,0
-2.302585092994045,272,2787,0
-2.302585092994045,276,313,0
-2.302585092994045,316,1698,0
-2.302585092994045,305,458,0
-2.302585092994045,229,1461,0
-2.302585092994045,288,14812,0
-2.302585092994045,223,10516,0
-2.302585092994045,328,933,0
-2.302585092994045,209,1984,0
-2.302585092994045,278,308,0
-2.302585092994045,174,4970,0
-2.302585092994045,301,1075,0
-2.302585092994045,243,3895,0
-2.302585092994045,350,275,0
-2.302585092994045,236,7223,0
-2.302585092994045,216,2411,0
-2.302585092994045,302,182,0
-2.302585092994045,202,2870,0
-2.302585092994045,223,1600,0
-2.302585092994045,152,35188,0
-2.302585092994045,336,608,0
-2.302585092994045,330,1053,0
-2.302585092994045,203,2111,0
-2.302585092994045,340,4048,0
-2.302585092994045,235,490,0
-2.302585092994045,281,307,0
-2.302585092994045,228,1764,0
-2.302585092994045,319,1442,0
-2.302585092994045,307,2325,0
-2.302585092994045,360,1412,0
-2.302585092994045,234,942,0
-2.302585092994045,330,16344,0
-2.302585092994045,188,9317,0
-2.302585092994045,234,571,0
-2.302585092994045,264,19932,0
-2.302585092994045,189,3667,0
-2.302585092994045,310,1481,0
-2.302585092994045,258,6807,0
-2.302585092994045,240,13386,0
-2.302585092994045,155,3053,0
-2.302585092994045,337,8909,0
-2.302585092994045,159,584,0
-2.302585092994045,215,660,0
-2.302585092994045,216,324,0
-2.302585092994045,192,754,0
-2.302585092994045,262,293,0
-2.302585092994045,245,448,0
-2.302585092994045,229,492,0
-2.302585092994045,249,520,0
-2.302585092994045,314,1426,0
-2.302585092994045,145,433,0
-2.302585092994045,207,11617,0
-2.302585092994045,313,4017,0
-2.302585092994045,286,1024,0
-2.302585092994045,213,16129,0
-2.302585092994045,202,331,0
-2.302585092994045,246,2638,0
-2.302585092994045,265,4777,0
-2.302585092994045,160,9743,0
-2.302585092994045,204,882,0
-2.302585092994045,305,2507,0
-2.302585092994045,301,4432,0
-2.302585092994045,217,3084,0
-2.302585092994045,224,12884,0
-2.302585092994045,197,3647,0
-2.302585092994045,351,560,0
-2.302585092994045,210,636,0
-2.302585092994045,319,398,0
-2.302585092994045,206,260,0
-2.302585092994045,295,2322,0
-2.302585092994045,281,296,0
-2.302585092994045,495,10013,0
-2.302585092994045,235,2239,0
-2.302585092994045,198,788,0
-2.302585092994045,233,301,0
-2.302585092994045,244,392,0
-2.302585092994045,356,350,0
-2.302585092994045,213,8502,0
-2.302585092994045,251,1487,0
-2.302585092994045,234,1185,0
-2.302585092994045,235,345,0
-2.302585092994045,352,1550,0
-2.302585092994045,217,573,0
-2.302585092994045,228,509,0
-2.302585092994045,0,0,0
-2.302585092994045,236,314,0
-2.302585092994045,213,7907,0
-2.302585092994045,201,15603,0
-2.302585092994045,220,1263,0
-2.302585092994045,373,1016,0
-2.302585092994045,298,498,0
-2.302585092994045,310,1565,0
-2.302585092994045,305,1669,0
-2.302585092994045,233,274,0
-2.302585092994045,316,266,0
-2.302585092994045,231,1423,0
-2.302585092994045,223,1408,0
-2.302585092994045,212,2159,0
-2.302585092994045,213,10257,0
-2.302585092994045,267,25171,0
-2.302585092994045,228,406,0
-2.302585092994045,225,318,0
-2.302585092994045,220,3211,0
-2.302585092994045,194,15240,0
-2.302585092994045,261,272,0
-2.302585092994045,311,1481,0
-2.302585092994045,223,8943,0
-2.302585092994045,206,525,0
-2.302585092994045,210,3293,0
-2.302585092994045,315,2308,0
-2.302585092994045,206,1215,0
-2.302585092994045,220,5990,0
-2.302585092994045,187,1856,0
-2.302585092994045,224,451,0
-2.302585092994045,319,16334,0
-2.302585092994045,209,2548,0
-2.302585092994045,288,3279,0
-2.302585092994045,306,1380,0
-2.302585092994045,322,2446,0
-2.302585092994045,207,313,0
4.754451888703847,326,275,0
-2.302585092994045,213,285,0
-2.302585092994045,297,2762,0
-2.302585092994045,290,10568,0
-2.302585092994045,362,8664,0
-2.302585092994045,210,2245,0
-2.302585092994045,211,691,0
-2.302585092994045,215,1680,0
-2.302585092994045,384,1596,0
-2.302585092994045,339,1838,0
-2.302585092994045,172,4909,0
-2.302585092994045,305,1075,0
-2.302585092994045,337,5008,0
-2.302585092994045,291,882,0
-2.302585092994045,213,1871,0
-2.302585092994045,233,1230,0
-2.302585092994045,305,2342,0
-2.302585092994045,316,293,0
-2.302585092994045,216,4624,0
-2.302585092994045,368,327,0
-2.302585092994045,307,1680,0
5.59508305773286,223,256,0
-2.302585092994045,248,3112,0
-2.302585092994045,181,1574,0
-2.302585092994045,202,304,0
-2.302585092994045,218,3971,0
-2.302585092994045,346,794,0
-2.302585092994045,264,7529,0
-2.302585092994045,294,2211,0
-2.302585092994045,319,1862,0
-2.302585092994045,206,395,0
-2.302585092994045,298,702,0
-2.302585092994045,304,2507,0
-2.302585092994045,224,6391,0
-2.302585092994045,324,589,0
-2.302585092994045,211,11379,0
-2.302585092994045,253,1175,0
-2.302585092994045,167,8157,0
-2.302585092994045,209,272,0
-2.302585092994045,223,2204,0
-2.302585092994045,205,253,0
-2.302585092994045,215,3534,0
-2.302585092994045,235,2698,0
-2.302585092994045,348,9727,0
-2.302585092994045,286,307,0
-2.302585092994045,247,1162,0
-2.302585092994045,332,282,0
-2.302585092994045,321,760,0
-2.302585092994045,220,2807,0
-2.302585092994045,214,12596,0
-2.302585092994045,218,2625,0
-2.302585092994045,294,431,0
-2.302585092994045,314,1108,0
-2.302585092994045,266,2388,0
-2.302585092994045,308,608,0
-2.302585092994045,238,3222,0
-2.302585092994045,192,3625,0
-2.302585092994045,296,6483,0
-2.302585092994045,219,2367,0
-2.302585092994045,322,1931,0
-2.302585092994045,381,6825,0
-2.302585092994045,264,358,0
-2.302585092994045,217,4241,0
-2.302585092994045,233,757,0
-2.302585092994045,221,1158,0
-2.302585092994045,228,17376,0
-2.302585092994045,284,12402,0
-2.302585092994045,233,1719,0
-2.302585092994045,339,916,0
-2.302585092994045,207,955,0
-2.302585092994045,213,1912,0
-2.302585092994045,242,841,0
-2.302585092994045,199,2568,0
-2.302585092994045,215,5954,0
-2.302585092994045,316,449,0
-2.302585092994045,307,1362,0
-2.302585092994045,342,1705,0
-2.302585092994045,302,9211,0
-2.302585092994045,216,741,0
-2.302585092994045,207,1187,0
-2.302585092994045,220,2726,0
-2.302585092994045,222,6827,0
-2.302585092994045,209,481,0
-2.302585092994045,214,388,0
-2.302585092994045,233,857,0
-2.302585092994045,306,365,0
-2.302585092994045,161,4999,0
-2.302585092994045,313,2527,0
-2.302585092994045,231,1075,0
-2.302585092994045,266,1312,0
-2.302585092994045,232,17505,0
-2.302585092994045,205,421,0
-2.302585092994045,334,279,0
-2.302585092994045,245,5303,0
-2.302585092994045,229,301,0
-2.302585092994045,235,2239,0
-2.302585092994045,336,1280,0
-2.302585092994045,307,32134,0
-2.302585092994045,350,2999,0
-2.302585092994045,242,490,0
-2.302585092994045,304,261,0
-2.302585092994045,238,1207,0
-2.302585092994045,225,1204,0
-2.302585092994045,317,323,0
-2.302585092994045,243,1846,0
-2.302585092994045,291,885,0
-2.302585092994045,232,2226,0
-2.302585092994045,223,7003,0
-2.302585092994045,299,440,0
-2.302585092994045,208,15006,0
-2.302585092994045,224,2769,0
-2.302585092994045,201,176,0
-2.302585092994045,294,2594,0
-2.302585092994045,364,481,0
-2.302585092994045,219,14497,0
-2.302585092994045,281,1198,0
-2.302585092994045,245,1451,0
-2.302585092994045,197,8912,0
-2.302585092994045,222,379,0
-2.302585092994045,254,3679,0
-2.302585092994045,264,3040,0
-2.302585092994045,310,1587,0
-2.302585092994045,296,835,0
-2.302585092994045,293,2727,0
-2.302585092994045,217,2596,0
-2.302585092994045,164,10344,0
-2.302585092994045,302,1263,0
-2.302585092994045,180,37076,0
-2.302585092994045,195,383,0
-2.302585092994045,224,1187,0
-2.302585092994045,241,1808,0
-2.302585092994045,167,10713,0
-2.302585092994045,280,5449,0
-2.302585092994045,263,453,0
-2.302585092994045,207,480,0
-2.302585092994045,244,5343,0
-2.302585092994045,301,2698,0
-2.302585092994045,293,910,0
-2.302585092994045,366,4715,0
-2.302585092994045,279,15642,0
-2.302585092994045,259,16219,0
-2.302585092994045,235,1564,0
-2.302585092994045,235,2507,0
-2.302585092994045,229,960,0
-2.302585092994045,293,3731,0
-2.302585092994045,214,5632,0
-2.302585092994045,311,2698,0
-2.302585092994045,297,313,0
-2.302585092994045,235,1115,0
-2.302585092994045,168,27660,0
-2.302585092994045,252,1724,0
-2.302585092994045,337,16233,0
-2.302585092994045,261,1699,0
-2.302585092994045,227,2445,0
-2.302585092994045,321,728,0
-2.302585092994045,283,4221,0
-2.302585092994045,338,275,0
-2.302585092994045,149,28156,0
-2.302585092994045,225,4325,0
-2.302585092994045,303,408,0
-2.302585092994045,228,12028,0
-2.302585092994045,217,1369,0
-2.302585092994045,245,1919,0
-2.302585092994045,308,406,0
-2.302585092994045,239,166,0
-2.302585092994045,165,2498,0
-2.302585092994045,218,764,0
-2.302585092994045,251,1994,0
-2.302585092994045,340,3248,0
-2.302585092994045,228,42575,0
-2.302585092994045,302,1451,0
-2.302585092994045,290,6479,0
-2.302585092994045,314,871,0
-2.302585092994045,215,3256,0
-2.302585092994045,334,382,0
-2.302585092994045,54540,8314,1
-2.302585092994045,143,9524,0
-2.302585092994045,300,4966,0
-2.302585092994045,229,4504,0
-2.302585092994045,311,2698,0
-2.302585092994045,239,5440,0
-2.302585092994045,347,5157,0
-2.302585092994045,285,1345,0
-2.302585092994045,215,17023,0
-2.302585092994045,344,859,0
-2.302585092994045,151,193,0
-2.302585092994045,224,1531,0
-2.302585092994045,357,2772,0
-2.302585092994045,210,22101,0
-2.302585092994045,321,21953,0
-2.302585092994045,351,392,0
-2.302585092994045,268,327,0
-2.302585092994045,312,805,0
-2.302585092994045,236,2613,0
-2.302585092994045,346,2185,0
-2.302585092994045,224,1415,0
-2.302585092994045,191,2536,0
-2.302585092994045,312,1078,0
-2.302585092994045,215,913,0
-2.302585092994045,293,6273,0
-2.302585092994045,225,3754,0
-2.302585092994045,356,264,0
-2.302585092994045,235,365,0
-2.302585092994045,223,530,0
-2.302585092994045,219,1631,0
-2.302585092994045,285,25519,0
-2.302585092994045,202,2488,0
-2.302585092994045,322,7314,0
-2.302585092994045,218,402,0
-2.302585092994045,143,364,0
-2.302585092994045,241,5932,0
-2.302585092994045,317,855,0
-2.302585092994045,236,1112,0
-2.302585092994045,319,2492,0
-2.302585092994045,245,11657,0
-2.302585092994045,247,4760,0
-2.302585092994045,265,558,0
-2.302585092994045,214,5291,0
-2.302585092994045,219,12862,0
-2.302585092994045,200,5336,0
-2.302585092994045,206,1705,0
-2.302585092994045,200,1800,0
-2.302585092994045,318,751,0
-2.302585092994045,249,1948,0
-2.302585092994045,304,1358,0
-2.302585092994045,227,1352,0
-2.302585092994045,286,844,0
-2.302585092994045,355,15791,0
-2.302585092994045,331,2518,0
-2.302585092994045,215,1008,0
-2.302585092994045,260,336,0
-2.302585092994045,256,1738,0
-2.302585092994045,211,1197,0
-2.302585092994045,214,1718,0
-2.302585092994045,248,197,0
-2.302585092994045,197,25519,0
-2.302585092994045,210,373,0
-2.302585092994045,205,285,0
-2.302585092994045,188,655,0
-2.302585092994045,248,11003,0
-2.302585092994045,314,608,0
-2.302585092994045,325,1683,0
-2.302585092994045,288,2215,0
-2.302585092994045,308,1512,0
-2.302585092994045,200,293,0
-2.302585092994045,291,5352,0
-2.302585092994045,228,9295,0
-2.302585092994045,207,7033,0
-2.302585092994045,328,356,0
-2.302585092994045,228,3216,0
-2.302585092994045,332,7448,0
-2.302585092994045,289,1484,0
-2.302585092994045,337,366,0
-2.302585092994045,216,6530,0
-2.302585092994045,204,3330,0
-2.302585092994045,235,4788,0
-2.302585092994045,244,4301,0
-2.302585092994045,242,2074,0
-2.302585092994045,225,4291,0
-2.302585092994045,185,10243,0
-2.302585092994045,213,7341,0
-2.302585092994045,174,10578,0
-2.302585092994045,239,2445,0
-2.302585092994045,304,1335,0
-2.302585092994045,225,12716,0
-2.302585092994045,225,666,0
-2.302585092994045,235,3222,0
-2.302585092994045,332,1667,0
-2.302585092994045,299,811,0
-2.302585092994045,330,936,0
-2.302585092994045,234,1931,0
-2.302585092994045,155,13543,0
-2.302585092994045,237,3633,0
-2.302585092994045,275,1035,0
-2.302585092994045,221,1109,0
-2.302585092994045,288,237,0
-2.302585092994045,206,1279,0
-2.302585092994045,352,1398,0
-2.302585092994045,262,22655,0
-2.302585092994045,226,392,0
-2.302585092994045,244,1452,0
-2.302585092994045,319,14081,0
-2.302585092994045,318,6250,0
-2.302585092994045,288,3279,0
-2.302585092994045,206,1925,0
-2.302585092994045,326,347,0
-2.302585092994045,204,312,0
-2.302585092994045,232,1380,0
-2.302585092994045,242,1110,0
-2.302585092994045,321,9539,0
-2.302585092994045,331,2109,0
-2.302585092994045,274,196,0
-2.302585092994045,242,311,0
-2.302585092994045,392,264,0
-2.302585092994045,285,565,0
-2.302585092994045,193,750,0
-2.302585092994045,313,4811,0
-2.302585092994045,330,9751,0
-2.302585092994045,349,1111,0
-2.302585092994045,229,8015,0
-2.302585092994045,188,5759,0
-2.302585092994045,354,457,0
-2.302585092994045,218,2203,0
-2.302585092994045,220,13965,0
-2.302585092994045,208,2408,0
-2.302585092994045,318,1422,0
-2.302585092994045,292,2463,0
-2.302585092994045,217,2417,0
-2.302585092994045,245,309,0
-2.302585092994045,233,1040,0
-2.302585092994045,267,1423,0
-2.302585092994045,315,1404,0
-2.302585092994045,343,665,0
-2.302585092994045,203,5449,0
-2.302585092994045,204,9778,0
-2.302585092994045,232,3222,0
-2.302585092994045,252,3085,0
-2.302585092994045,302,1401,0
-2.302585092994045,330,2212,0
-2.302585092994045,230,369,0
-2.302585092994045,211,1836,0
-2.302585092994045,243,1630,0
-2.302585092994045,200,5348,0
-2.302585092994045,214,306,0
-2.302585092994045,293,2778,0
-2.302585092994045,205,729,0
-2.302585092994045,221,1617,0
-2.302585092994045,319,943,0
-2.302585092994045,310,3370,0
-2.302585092994045,225,1875,0
-2.302585092994045,211,1767,0
-2.302585092994045,309,471,0
-2.302585092994045,218,5898,0
-2.302585092994045,206,3787,0
-2.302585092994045,234,5532,0
-2.302585092994045,216,2909,0
-2.302585092994045,300,11844,0
-2.302585092994045,309,12001,0
